distance id optim_v-1 optim_v-2 
1754.365 423 18.39998 0.7233111 
1699.18 424 3.908633 15.06302 
486.4298 425 3.117719 0.2072246 
2211.276 426 5.246008 16.79852 
1185.716 427 14.36572 0.7233111 
2577.548 428 3.908633 19.43471 
11647.4 429 16.67887 35.65487 
11506.31 430 33.96374 21.59787 
6232.746 431 38.56637 0.7233111 
831.8446 432 3.908633 9.081071 
6416.317 433 21.88187 19.03077 
6682.132 434 38.03593 4.340283 
4563.918 435 32.28438 0.7233111 
693.6733 436 3.908633 7.850315 
5798.252 437 16.69621 21.41125 
5247.213 438 35.18577 1.637274 
5993.766 439 37.72635 0.7233111 
6267.152 440 3.908633 31.99237 
11438.96 441 11.20166 39.137 
10406.31 442 12.86391 35.80785 
2022.741 443 20.0647 0.7233111 
684.4194 444 3.908633 3.53955 
3302.609 445 7.926995 19.61201 
693.32 446 6.145348 6.072079 
1467.7 447 16.46286 0.7233111 
555.8104 448 3.908633 1.598767 
1671.353 449 6.484577 13.03987 
6952.419 450 33.38431 10.22068 
39.75323 451 1.716769 0.7233111 
1116.533 452 1.716769 12.85538 
39.75323 453 1.716769 0.7233111 
39.75336 454 1.71677 0.7233111 
39.7531 455 1.716768 0.7233111 
39.75322 456 1.716769 0.7233121 
39.75324 457 1.716769 0.7233101 
1258.978 458 0 14.95581 
1258.978 459 1e-06 14.95581 
1258.978 460 0 14.95581 
1258.978 461 0 14.95582 
1258.978 462 0 14.95581 
385.2318 463 1.56695 1.965353 
385.2319 464 1.566951 1.965353 
385.2316 465 1.566949 1.965353 
385.2321 466 1.56695 1.965354 
385.2314 467 1.56695 1.965352 
39.10166 468 1.712529 0.7584579 
39.10179 469 1.71253 0.7584579 
39.10152 470 1.712528 0.7584579 
39.10167 471 1.712529 0.7584589 
39.10165 472 1.712529 0.7584569 
17.39129 473 1.50909 0.8057989 
17.39137 474 1.509091 0.8057989 
17.39121 475 1.509089 0.8057989 
17.39129 476 1.50909 0.8057999 
17.39129 477 1.50909 0.8057979 
2.18586 478 1.188793 0.8921767 
2.185874 479 1.188794 0.8921767 
2.185846 480 1.188792 0.8921767 
2.185843 481 1.188793 0.8921777 
2.185877 482 1.188793 0.8921757 
0.4244493 483 1.084325 0.95394 
0.4244539 484 1.084326 0.95394 
0.4244447 485 1.084324 0.95394 
0.4244399 486 1.084325 0.953941 
0.4244588 487 1.084325 0.953939 
0.005486794 488 1.010652 1.003764 
0.005488166 489 1.010653 1.003764 
0.005485423 490 1.010651 1.003764 
0.005488558 491 1.010652 1.003765 
0.005485031 492 1.010652 1.003763 
0.0005329881 493 1.005522 1.003462 
0.0005334129 494 1.005523 1.003462 
0.0005325634 495 1.005521 1.003462 
0.0005335492 496 1.005522 1.003463 
0.0005324275 497 1.005522 1.003461 
7.293911e-08 498 1.003305 1.003254 
7.695824e-08 499 1.003306 1.003254 
6.909057e-08 500 1.003304 1.003254 
7.359379e-08 501 1.003305 1.003255 
7.284583e-08 502 1.003305 1.003253 
3.703504e-10 503 1.003265 1.003269 
4.321596e-10 504 1.003266 1.003269 
4.791132e-10 505 1.003264 1.003269 
1.114363e-09 506 1.003265 1.00327 
1.878496e-10 507 1.003265 1.003268 
3.476889e-12 508 1.003267 1.003267 
6.502314e-11 509 1.003268 1.003267 
1.125029e-10 510 1.003266 1.003267 
2.249444e-10 511 1.003267 1.003268 
3.435184e-10 512 1.003267 1.003266 
3.135887e-13 513 1.003267 1.003267 
8.62227e-11 514 1.003268 1.003267 
8.497687e-11 515 1.003266 1.003267 
2.817979e-10 516 1.003267 1.003268 
2.803385e-10 517 1.003267 1.003266 
8423.57 518 18.11751 27.39393 
1789.269 519 0.02934496 18.13517 
5385.457 520 35.74928 1.003266 
807.3568 521 1.003267 5.384005 
8697.485 522 12.21521 32.42746 
1249.713 523 3.74995 12.39819 
6495.95 524 39.63315 1.003266 
3034.619 525 1.003267 23.29749 
1897.846 526 18.10056 4.065016 
7004.941 527 29.51903 14.07034 
1906.161 528 19.58642 1.003266 
286.8149 529 1.003267 1.91424 
640.046 530 4.251734 1.894583 
11830.01 531 21.66417 32.30178 
4735.628 532 33.26194 1.003266 
8628.847 533 1.003267 39.83243 
739.4526 534 6.864119 1.083665 
1392.18 535 15.80853 2.530204 
6585.076 536 39.92726 1.003266 
553.1516 537 1.003267 3.225447 
7521.666 538 31.61408 13.64656 
13666.55 539 20.17006 37.05021 
2327.728 540 22.06612 1.003266 
1948.334 541 1.003267 18.35986 
7567.936 542 13.66904 28.60052 
14099.29 543 32.27191 28.42005 
3622.683 544 28.54793 1.003266 
1076.889 545 1.003267 13.0302 
14192.75 546 33.80341 27.33459 
857.4565 547 5.650868 7.986697 
3.105933 548 0.7919604 1.003266 
138.5354 549 0.7919604 0.3229729 
1281.461 550 3.076666 13.08308 
11990.86 551 27.66961 27.91539 
1615.374 552 10.03032 1.003266 
2729.978 553 0.7919604 22.16494 
15726.72 554 30.6872 32.76212 
13557.04 555 26.17916 32.25683 
24.87979 556 0.4002018 1.003266 
1156.251 557 0.7919604 13.74349 
2245.763 558 21.67827 1.176372 
4758.974 559 1.103117 29.36996 
683.8385 560 5.481438 1.003266 
1971.097 561 0.7919604 18.61352 
15247.4 562 22.08005 38.54056 
814.1063 563 1.023579 10.88793 
2896.312 564 25.08085 1.003266 
6925.567 565 0.7919604 35.77524 
1859.767 566 18.70624 3.000484 
12066.1 567 13.70738 38.63919 
1241.034 568 8.223382 1.003266 
1029.733 569 0.7919604 12.80977 
14809.07 570 21.27473 38.34887 
5808.9 571 3.547157 30.94354 
4334.301 572 31.63374 1.003266 
4905.946 573 0.7919604 30.03169 
2001.466 574 12.76495 9.838894 
11489.56 575 25.96044 28.23015 
499.2553 576 4.046176 1.003266 
8509.55 577 0.7919604 39.68748 
8403.502 578 11.04685 32.56166 
2127.498 579 15.1029 8.461891 
1562.111 580 8.951579 1.003266 
1298.232 581 0.7919604 14.71665 
13859.28 582 32.79202 27.51986 
7303.607 583 35.96875 8.722266 
1085.878 584 13.77111 1.003266 
1024.888 585 0.7919604 12.77258 
1903.131 586 13.21489 8.889863 
6588.274 587 2.809068 33.58704 
1784.763 588 18.82077 1.003266 
1461.582 589 0.7919604 6.488403 
5242.886 590 29.52332 8.256537 
7638.44 591 14.6946 28.02029 
2987.512 592 25.53705 1.003266 
673.8604 593 0.7919604 4.321598 
8732.763 594 18.50959 27.84406 
4407.661 595 31.17308 2.966445 
3089.688 596 26.04044 1.003266 
920.8031 597 0.7919604 11.94448 
2492.515 598 23.0614 1.203303 
4424.248 599 1.952905 27.73782 
3888.774 600 29.73382 1.003266 
3913.1 601 0.7919604 26.7423 
12202.28 602 16.77479 36.70485 
15924.5 603 38.79137 26.4396 
705.3565 604 6.234179 1.003266 
902.4551 605 0.7919604 11.79241 
5330.548 606 10.00972 25.06037 
1565.389 607 3.922108 14.27917 
1421.184 608 16.34585 1.003266 
4472.11 609 0.7919604 28.64257 
10440.5 610 15.30201 34.12586 
5622.457 611 19.45893 18.64515 
4333.434 612 31.63014 1.003266 
7757.097 613 0.7919604 37.88083 
13922.55 614 20.54885 37.25121 
10814.85 615 20.05221 31.39539 
1309.706 616 15.52234 1.003266 
